"Complex"	"Index"	"Subunit"	"Cor"
"CPX-716"	"2"	"NR1H3"	"1.07715167498105"
"CPX-727"	"3"	"KAT6A"	"0.457833600741989"
"CPX-727"	"2"	"ING5"	"0.673177921751497"
"CPX-727"	"4"	"MEAF6"	"0.880935041184606"
"CPX-727"	"1"	"BRPF1"	"1.72505360217722"
"CPX-733"	"2"	"ING5"	"0.572043542007189"
"CPX-733"	"3"	"KAT6A"	"0.694592124465945"
"CPX-733"	"1"	"BRD1"	"1.32833157506617"
"CPX-733"	"4"	"MEAF6"	"1.41588422778253"
"CPX-736"	"2"	"KAT6A"	"0.670490377401093"
"CPX-736"	"3"	"MEAF6"	"0.708278100304624"
"CPX-736"	"1"	"ING5"	"1.18930335121172"
"CPX-736"	"4"	"BRPF3"	"1.73074726302826"
"CPX-745"	"5"	"CPX-745"	"0"
"CPX-745"	"1"	"RNASEH2A"	"0.559784675361047"
"CPX-745"	"4"	"AYP1"	"1.69827018829643"
"CPX-745"	"3"	"RNASEH2C"	"1.69827018829643"
"CPX-757"	"1"	"SMARCA5"	"0"
"CPX-757"	"2"	"BAZ1B"	"0.230199641080499"
"CPX-77"	"3"	"CPX-77"	"0"
"CPX-77"	"1"	"MSH3"	"1.28867513459481"
"CPX-785"	"1"	"SMARCA5"	"0.0965532154931533"
"CPX-785"	"2"	"POLE3"	"0.307329770075173"
"CPX-785"	"4"	"BAZ1A"	"0.733963374733844"
"CPX-785"	"3"	"CHRAC1"	"1.79331176966992"
"CPX-787"	"1"	"GINS1"	"0.474374747979751"
"CPX-787"	"3"	"GINS3"	"0.712257821247781"
"CPX-787"	"4"	"GINS2"	"1.51765506124185"
"CPX-787"	"2"	"GINS4"	"1.52090566645382"
"CPX-79"	"1"	"GTF2F2"	"0.986824986697347"
"CPX-79"	"2"	"GTF2F1"	"1.10482848367219"
"CPX-8"	"1"	"CREB1"	"0"
"CPX-8"	"2"	"ATF4"	"1"
"CPX-80"	"1"	"MSH2"	"0"
"CPX-80"	"2"	"MSH6"	"2"
"CPX-815"	"3"	"KAT8"	"0.170099440852053"
"CPX-815"	"1"	"MSL1"	"0.881751958484514"
"CPX-815"	"4"	"MSL2"	"1.35245981416355"
"CPX-815"	"2"	"MSL3"	"1.47055579255345"
"CPX-85"	"1"	"MAD2L1"	"0.904217371477885"
"CPX-85"	"2"	"MAD1L1"	"1.43355498476206"
"CPX-871"	"3"	"RXRB"	"0.468398520640005"
"CPX-871"	"2"	"VDR"	"1.69160677888623"
"CPX-871"	"1"	"NR1i1"	"1.69160677888623"
"CPX-880"	"13"	"CPX-880"	"0"
"CPX-880"	"10"	"HDAC2"	"6.52628210922046e-05"
"CPX-880"	"11"	"MTA3"	"0.0207406505905734"
"CPX-880"	"1"	"MTA2"	"0.0382356754794669"
"CPX-880"	"8"	"GATAD2A"	"0.368351830564526"
"CPX-880"	"3"	"CHD3"	"0.855214117639777"
"CPX-880"	"7"	"RBBP7"	"1.00067477080238"
"CPX-880"	"12"	"MBD2"	"1.18915504193633"
"CPX-880"	"2"	"RBBP4"	"1.21962621771324"
"CPX-880"	"5"	"HDAC1"	"1.59397483256725"
"CPX-880"	"4"	"MTA1"	"1.60486056067694"
"CPX-880"	"9"	"GATAD2B"	"1.71582699379209"
"CPX-888"	"2"	"KRT5"	"NaN"
"CPX-888"	"3"	"CPX-888"	"NaN"
"CPX-9"	"1"	"ATF1"	"0"
"CPX-9"	"2"	"ATF4"	"1.81649658092773"
"CPX-91"	"2"	"MAX"	"0.716930741463851"
"CPX-91"	"1"	"MYC"	"1.28306925853615"
"CPX-922"	"13"	"CPX-922"	"0"
"CPX-922"	"11"	"HDAC2"	"7.78382748732875e-05"
"CPX-922"	"12"	"MTA3"	"0.0242818815659048"
"CPX-922"	"1"	"MTA2"	"0.0335217274004692"
"CPX-922"	"9"	"GATAD2A"	"0.581148670319619"
"CPX-922"	"8"	"RBBP7"	"0.79970824303353"
"CPX-922"	"3"	"RBBP4"	"1.02425401316395"
"CPX-922"	"4"	"CHD3"	"1.05647212064727"
"CPX-922"	"2"	"MBD3"	"1.19252762400464"
"CPX-922"	"6"	"HDAC1"	"1.29152591537692"
"CPX-922"	"10"	"GATAD2B"	"1.80087416518121"
"CPX-922"	"5"	"MTA1"	"1.83802288975451"
"CPX-955"	"7"	"CPX-955"	"0"
"CPX-955"	"4"	"RAD51"	"0"
"CPX-955"	"1"	"BRCA1"	"0"
"CPX-955"	"6"	"BABAM2"	"0.00893659585360285"
"CPX-955"	"2"	"BRCC3"	"1.75263151474355"
"CPX-955"	"3"	"BRCA2"	"1.96768981166452"
"CPX-974"	"10"	"CPX-974"	"0"
"CPX-974"	"3"	"ACTL6A"	"0.0120185112050475"
"CPX-974"	"1"	"ZNHIT1"	"0.0161614683324751"
"CPX-974"	"8"	"RUVBL2"	"0.0469533895533659"
"CPX-974"	"5"	"SRCAP"	"0.125325745674827"
"CPX-974"	"2"	"YEATS4"	"0.137411417194053"
"CPX-974"	"9"	"RUVBL1"	"0.866740511441414"
"CPX-974"	"4"	"VPS72"	"1.85054895363247"
"CPX-974"	"7"	"DMAP1"	"1.9789043430424"
"CPX-978"	"17"	"ING3"	"0"
"CPX-978"	"22"	"CPX-978"	"0"
"CPX-978"	"13"	"EPC1"	"8.34533066536025e-05"
"CPX-978"	"9"	"KAT5"	"0.00144788568803433"
"CPX-978"	"10"	"HTATIP"	"0.00144788568803433"
"CPX-978"	"2"	"ACTL6A"	"0.0339853188532496"
"CPX-978"	"5"	"MBTD1"	"0.0371772218623997"
"CPX-978"	"16"	"MRGBP"	"0.0558476268023681"
"CPX-978"	"11"	"EP400"	"0.115369039717536"
"CPX-978"	"4"	"PS1TP5BP1"	"0.133691176509608"
"CPX-978"	"3"	"ACTB"	"0.133691176509608"
"CPX-978"	"19"	"RUVBL2"	"0.174264507648011"
"CPX-978"	"21"	"TRRAP"	"0.217924620254648"
"CPX-978"	"8"	"EPC2"	"0.45322005921226"
"CPX-978"	"14"	"MEAF6"	"0.506835250344458"
"CPX-978"	"18"	"MORF4L1"	"0.559191548530569"
"CPX-978"	"20"	"RUVBL1"	"0.656942560106396"
"CPX-978"	"1"	"YEATS4"	"0.860258613251348"
"CPX-978"	"7"	"VPS72"	"1.13721928127191"
"CPX-978"	"15"	"DMAP1"	"1.61091378746744"
"CPX-978"	"6"	"MORF4L2"	"1.8561120497547"
"CPX-979"	"3"	"NCAPH"	"0"
"CPX-979"	"6"	"SMC4"	"0"
"CPX-979"	"5"	"NCAPG"	"0.674287879307982"
"CPX-979"	"2"	"SMC2L1"	"1.21327919502792"
"CPX-979"	"1"	"SMC2"	"1.21327919502792"
"CPX-979"	"4"	"NCAPD2"	"1.21590184943391"
"CPX-98"	"1"	"CSTA"	"0"
"CPX-98"	"2"	"CTSB"	"1"
"CPX-985"	"7"	"CPX-985"	"0"
"CPX-985"	"5"	"NCAPG2"	"0.600523215071872"
"CPX-985"	"4"	"NCAPH2"	"0.628251011695179"
"CPX-985"	"3"	"NCAPD3"	"1.00094692359625"
"CPX-985"	"2"	"SMC2L1"	"1.47340613724403"
"CPX-985"	"1"	"SMC2"	"1.47340613724403"
"CPX-99"	"5"	"CPX-99"	"0"
"CPX-99"	"4"	"GSK3B"	"0.586822447396165"
"CPX-99"	"3"	"CSNK1A1"	"1.25179638123649"
"CPX-99"	"1"	"AXIN1"	"1.50885987271271"
